filename,question,choices__001,choices__002,choices__003,choices__004,choices__005,choices__006,correct_answer,user_data,user_data__voted_answers,user_data__vote_count,user_data__is_most_voted
,,,,,,,,,,E,2,FALSE
,,,,,,,,,,C,1,FALSE
result_examtopics professional cloud architect topic 1 102 discussion.html,"You are developing a globally scaled frontend for a legacy streaming backend data API. This API expects events in strict chronological order with no repeat data for proper processing.Which products should you deploy to ensure guaranteed-once FIFO (first-in, first-out) delivery of data?",A.Cloud Pub/Sub alone,B.Cloud Pub/Sub to Cloud Dataflow,C.Cloud Pub/Sub to Stackdriver,D.Cloud Pub/Sub to Cloud SQL,,,B,,B,51,TRUE
,,,,,,,,,,A,35,FALSE
result_examtopics professional cloud architect topic 1 21 discussion.html,"Your company's user-feedback portal comprises a standard LAMP stack replicated across two zones. It is deployed in the us-central1 region and uses autoscaled managed instance groups on all layers, except the database. Currently, only a small group of select customers have access to the portal. The portal meets a99,99% availability SLA under these conditions. However next quarter, your company will be making the portal available to all users, including unauthenticated users. You need to develop a resiliency testing strategy to ensure the system maintains the SLA once they introduce additional user load.What should you do?","A.Capture existing users input, and replay captured user load until autoscale is triggered on all layers. At the same time, terminate all resources in one of the zones","B.Create synthetic random user input, replay synthetic load until autoscale logic is triggered on at least one layer, and introduce iC chaosiC  to the system by terminating random resources on both zones","C.Expose the new system to a larger group of users, and increase group size each day until autoscale logic is triggered on all layers. At the same time, terminate random resources on both zones","D.Capture existing users input, and replay captured user load until resource utilization crosses 80%. Also, derive estimated number of users based on existing user's usage of the app, and deploy enough resources to handle 200% of expected load",,,B,,B,47,TRUE
,,,,,,,,,,A,10,FALSE
,,,,,,,,,,D,2,FALSE
result_examtopics professional cloud architect topic 1 42 discussion.html,You are using Cloud Shell and need to install a custom utility for use in a few weeks. Where can you store the file so it is in the default execution path and persists across sessions?,A.~/bin,B.Cloud Storage,C./google/scripts,D./usr/local/bin,,,A,,A,13,TRUE
,,,,,,,,,,D,3,FALSE
,,,,,,,,,,B,1,FALSE
result_examtopics professional cloud architect topic 1 164 discussion.html,You are helping the QA team to roll out a new load-testing tool to test the scalability of your primary cloud services that run on Google Compute Engine with CloudBigtable.Which three requirements should they include? (Choose three.),A.Ensure that the load tests validate the performance of Cloud Bigtable,B.Create a separate Google Cloud project to use for the load-testing environment,C.Schedule the load-testing tool to regularly run against the production environment,D.Ensure all third-party systems your services use is capable of handling high load,E.Instrument the production services to record every transaction for replay by the load-testing tool,F.Instrument the load-testing tool and the target services with detailed logging and metrics collection,ABF,,ABF,19,TRUE
,,,,,,,,,,BDF,11,FALSE
,,,,,,,,,,BEF,5,FALSE
,,,,,,,,,,ADF,1,FALSE
result_examtopics professional cloud architect topic 1 3 discussion.html,"For this question, refer to the Helicopter Racing League (HRL) case study. The HRL development team releases a new version of their predictive capability application every Tuesday evening at 3 a.m. UTC to a repository. The security team at HRL has developed an in-house penetration test Cloud Function calledAirwolf. The security team wants to run Airwolf against the predictive capability application as soon as it is released every Tuesday. You need to set up Airwolf to run at the recurring weekly cadence. What should you do?",A.Set up Cloud Tasks and a Cloud Storage bucket that triggers a Cloud Function.,B.Set up a Cloud Logging sink and a Cloud Storage bucket that triggers a Cloud Function.,C.Configure the deployment job to notify a Pub/Sub queue that triggers a Cloud Function.,D.Set up Identity and Access Management (IAM) and Confidential Computing to trigger a Cloud Function.,,,C,,C,34,TRUE
,,,,,,,,,,A,6,FALSE
,,,,,,,,,,B,2,FALSE
result_examtopics professional cloud architect topic 1 258 discussion.html,Your organization is adopting Google Cloud and wants to ensure sensitive resources are only accessible from devices within the internal on-premises corporate network. You must configure Access Context Manager to enforce this requirement. These considerations apply:A	The internal network uses IP ranges 10.100.0.0/16 and 192.168.0.0/16.A	Some employees work remotely but connect securely through a company-managed virtual private network (VPN). The VPN dynamically allocates IP addresses from the pool 172.16.0.0/20.A	Access should be restricted to a specific Google Cloud project that is contained within an existing service perimeter.What should you do?,"A.Create an access level named ""Authorized Devices."" Utilize the Device Policy attribute to require corporate-managed devices. Apply the access level to the Google Cloud project and instruct all employees to enroll their devices in the organization's management system.","B.Create an access level titled ""Internal Network Only."" Add a condition with these attributes:A	IP Subnetworks: 10.100.0.0/16, 192.168.0.0/16A	Device Policy: Require OS as Windows or macOS. Apply this access level to the sensitive Google Cloud project.","C.Create an access level titled ""Corporate Access."" Add a condition with the IP Subnetworks attribute, including the ranges: 10.100.0.0/16, 192.168.0.0/16, 172.16.0.0/20. Assign this access level to a service perimeter encompassing the sensitive project.","D.Create a new IAM role called ""InternalAccess. Add the IP ranges 10.100.0.0/16, 192.16.0.0/16, and 172.16.0.0/20 to the role as an IAM condition. Assign this role to IAM groups corresponding to on-premises and VPN users. Grant this role the necessary permissions on the resource within this sensitive Google Cloud project.",,,C,,C,5,TRUE
result_examtopics professional cloud architect topic 1 241 discussion.html,"You have deployed a Java application to Cloud Run. Your application requires access to a database hosted on Cloud SQL. Due to regulatory requirements, your connection to the Cloud SQL instance must use its internal IP address. How should you configure the connectivity while following Google-recommended best practices?",A.Configure your Cloud Run service with a Cloud SQL connection.,B.Configure your Cloud Run service to use a Serverless VPC Access connector.,C.Configure your application to use the Cloud SQL Java connector.,D.Configure your application to connect to an instance of the Cloud SQL Auth proxy.,,,B,,B,6,TRUE
,,,,,,,,,,C,1,FALSE
result_examtopics professional cloud architect topic 1 11 discussion.html,Your customer is moving an existing corporate application to Google Cloud Platform from an on-premises data center. The business owners require minimal user disruption. There are strict security team requirements for storing passwords.What authentication strategy should they use?,A.Use G Suite Password Sync to replicate passwords into Google,B.Federate authentication via SAML 2.0 to the existing Identity Provider,C.Provision users in Google using the Google Cloud Directory Sync tool,D.Ask users to set their Google password to match their corporate password,,,B,,B,65,TRUE
,,,,,,,,,,C,17,FALSE
result_examtopics professional cloud architect topic 1 163 discussion.html,Your company runs several databases on a single MySQL instance. They need to take backups of a specific database at regular intervals. The backup activity needs to complete as quickly as possible and cannot be allowed to impact disk performance.How should you configure the storage?,A.Configure a cron job to use the gcloud tool to take regular backups using persistent disk snapshots.,"B.Mount a Local SSD volume as the backup location. After the backup is complete, use gsutil to move the backup to Google Cloud Storage.",C.Use gcsfise to mount a Google Cloud Storage bucket as a volume directly on the instance and write backups to the mounted location using mysqldump.,D.Mount additional persistent disk volumes onto each virtual machine (VM) instance in a RAID10 array and use LVM to create snapshots to send to Cloud Storage,,,B,,B,34,TRUE
,,,,,,,,,,C,10,FALSE
,,,,,,,,,,A,3,FALSE
,,,,,,,,,,D,2,FALSE
result_examtopics professional cloud architect topic 1 264 discussion.html,You are defining your system tests for an application running in Cloud Run in a Google Cloud project. You need to create a testing environment that is isolated from the production environment. You want to fully automate the creation of the testing environment with the least amount of effort and execute automated tests. What should you do?,"A.Using Cloud Build, execute Terraform scripts to create a new Google Cloud project and a Cloud Run instance of your application in the Google Cloud project.","B.Using Cloud Build, execute a Terraform script to deploy a new Cloud Run revision in the existing Google Cloud project. Use traffic splitting to send traffic to your test environment.","C.Using Cloud Build, execute gcloud commands to create a new Google Cloud project and a Cloud Run instance of your application in the Google Cloud project.","D.Using Cloud Build, execute gcloud commands to deploy a new Cloud Run revision in the existing Google Cloud project. Use traffic splitting to send traffic to your test environment.",,,A,,A,7,TRUE
,,,,,,,,,,C,1,FALSE
,,,,,,,,,,D,1,FALSE
result_examtopics professional cloud architect topic 1 144 discussion.html,"You are responsible for the Google Cloud environment in your company. Multiple departments need access to their own projects, and the members within each department will have the same project responsibilities. You want to structure your Google Cloud environment for minimal maintenance and maximum overview ofIAM permissions as each department's projects start and end. You want to follow Google-recommended practices. What should you do?",A.Grant all department members the required IAM permissions for their respective projects.,B.Create a Google Group per department and add all department members to their respective groups. Create a folder per department and grant the respective group the required IAM permissions at the folder level. Add the projects under the respective folders.,C.Create a folder per department and grant the respective members of the department the required IAM permissions at the folder level. Structure all projects for each department under the respective folders.,D.Create a Google Group per department and add all department members to their respective groups. Grant each group the required IAM permissions for their respective projects.,,,B,,B,11,TRUE
result_examtopics professional cloud architect topic 1 228 discussion.html,"You manage a mission-critical workload for your organization, which is in a highly regulated industry. The workload uses Compute Engine VMs to analyze and process the sensitive data after it is uploaded to Cloud Storage from the endpoint computers. Your compliance team has detected that this workload does not meet the data protection requirements for sensitive data. You need to meet these requirements:A	Manage the data encryption key (DEK) outside the Google Cloud boundary.A	Maintain full control of encryption keys through a third-party provider.A	Encrypt the sensitive data before uploading it to Cloud Storage.A	Decrypt the sensitive data during processing in the Compute Engine VMs.A	Encrypt the sensitive data in memory while in use in the Compute Engine VMs.What should you do? (Choose two.)","A.Configure Customer Managed Encryption Keys to encrypt the sensitive data before it is uploaded to Cloud Storage, and decrypt the sensitive data after it is downloaded into your VMs.","B.Configure Cloud External Key Manager to encrypt the sensitive data before it is uploaded to Cloud Storage, and decrypt the sensitive data after it is downloaded into your VMs.",C.Create Confidential VMs to access the sensitive data.,D.Migrate the Compute Engine VMs to Confidential VMs to access the sensitive data.,E.Create a VPC Service Controls service perimeter across your existing Compute Engine VMs and Cloud Storage buckets.,,BC,,BC,17,TRUE
,,,,,,,,,,BD,11,FALSE
result_examtopics professional cloud architect topic 1 50 discussion.html,You are migrating your on-premises solution to Google Cloud in several phases. You will use Cloud VPN to maintain a connection between your on-premises systems and Google Cloud until the migration is completed. You want to make sure all your on-premise systems remain reachable during this period. How should you organize your networking in Google Cloud?,A.Use the same IP range on Google Cloud as you use on-premises,B.Use the same IP range on Google Cloud as you use on-premises for your primary IP range and use a secondary range that does not overlap with the range you use on-premises,C.Use an IP range on Google Cloud that does not overlap with the range you use on-premises,D.Use an IP range on Google Cloud that does not overlap with the range you use on-premises for your primary IP range and use a secondary range with the same IP range as you use on-premises,,,C,,C,21,TRUE
,,,,,,,,,,B,4,FALSE
result_examtopics professional cloud architect topic 1 76 discussion.html,You are building a new version of an application hosted in an App Engine environment. You want to test the new version with 1% of users before you completely switch your application over to the new version. What should you do?,A.Deploy a new version of your application in Google Kubernetes Engine instead of App Engine and then use GCP Console to split traffic.,B.Deploy a new version of your application in a Compute Engine instance instead of App Engine and then use GCP Console to split traffic.,C.Deploy a new version as a separate app in App Engine. Then configure App Engine using GCP Console to split traffic between the two apps.,D.Deploy a new version of your application in App Engine. Then go to App Engine settings in GCP Console and split traffic between the current version and newly deployed versions accordingly.,,,D,,D,13,TRUE
result_examtopics professional cloud architect topic 1 68 discussion.html,Your company wants to start using Google Cloud resources but wants to retain their on-premises Active Directory domain controller for identity management.What should you do?,A.Use the Admin Directory API to authenticate against the Active Directory domain controller.,B.Use Google Cloud Directory Sync to synchronize Active Directory usernames with cloud identities and configure SAML SSO.,C.Use Cloud Identity-Aware Proxy configured to use the on-premises Active Directory domain controller as an identity provider.,D.Use Compute Engine to create an Active Directory (AD) domain controller that is a replica of the on-premises AD domain controller using Google Cloud Directory Sync.,,,B,,B,8,TRUE
,,,,,,,,,,D,1,FALSE
result_examtopics professional cloud architect topic 1 116 discussion.html,"You have developed a non-critical update to your application that is running in a managed instance group, and have created a new instance template with the update that you want to release. To prevent any possible impact to the application, you don't want to update any running instances. You want any new instances that are created by the managed instance group to contain the new update. What should you do?",A.Start a new rolling restart operation.,B.Start a new rolling replace operation.,C.Start a new rolling update. Select the Proactive update mode.,D.Start a new rolling update. Select the Opportunistic update mode.,,,D,,D,55,TRUE
,,,,,,,,,,C,4,FALSE
result_examtopics professional cloud architect topic 1 2 discussion.html,The JencoMart security team requires that all Google Cloud Platform infrastructure is deployed using a least privilege model with separation of duties for administration between production and development resources.What Google domain and project structure should you recommend?,A.Create two G Suite accounts to manage users: one for development/test/staging and one for production. Each account should contain one project for every application,B.Create two G Suite accounts to manage users: one with a single project for all development applications and one with a single project for all production applications,C.Create a single G Suite account to manage users with each stage of each application in its own project,D.Create a single G Suite account to manage users with one project for the development/test/staging environment and one project for the production environment,,,C,,C,39,TRUE
,,,,,,,,,,D,4,FALSE
result_examtopics professional cloud architect topic 1 178 discussion.html,"Your company has an application running on Google Cloud that is collecting data from thousands of physical devices that are globally distributed. Data is published to Pub/Sub and streamed in real time into an SSD Cloud Bigtable cluster via a Dataflow pipeline. The operations team informs you that your CloudBigtable cluster has a hotspot, and queries are taking longer than expected. You need to resolve the problem and prevent it from happening in the future. What should you do?",A.Advise your clients to use HBase APIs instead of NodeJS APIs.,B.Delete records older than 30 days.,C.Review your RowKey strategy and ensure that keys are evenly spread across the alphabet.,D.Double the number of nodes you currently have.,,,C,,C,6,TRUE
result_examtopics professional cloud architect topic 1 253 discussion.html,"You are reviewing and updating your Cloud Build steps to adhere to best practices. Currently, your build steps include:1. Pull the source code from a source repository.2. Build a container image3. Upload the built image to Artifact Registry.You need to add a step to perform a vulnerability scan of the built container image, and you want the results of the scan to be available to your deployment pipeline running in Google Cloud. You want to minimize changes that could disrupt other teamsAo processes. What should you do?","A.Enable Binary Authorization, and configure it to attest that no vulnerabilities exist in a container image.","B.Upload the built container images to your Docker Hub instance, and scan them for vulnerabilities.","C.Enable the Container Scanning API in Artifact Registry, and scan the built container images for vulnerabilities.","D.Add Artifact Registry to your Aqua Security instance, and scan the built container images for vulnerabilities.",,,C,,C,7,TRUE
,,,,,,,,,,A,1,FALSE
result_examtopics professional cloud architect topic 1 243 discussion.html,"You have two Google Cloud projects, named Project A and Project B. You need to create a Cloud Function in Project A that saves the output in a Cloud Storage bucket in Project B. You want to follow the principle of least privilege. What should you do?",A.1. Create a Google service account in Project B.2. Deploy the Cloud Function with the service account in Project A.3. Assign this service account the roles/storage.objectCreator role on the storage bucket residing in Project B.,B.1. Create a Google service account in Project A2. Deploy the Cloud Function with the service account in Project A.3. Assign this service account the roles/storage.objectCreator role on the storage bucket residing in Project B.,C.1. Determine the default App Engine service account ([email protected]) in Project A.2. Deploy the Cloud Function with the default App Engine service account in Project A.3. Assign the default App Engine service account the roles/storage.objectCreator role on the storage bucket residing in Project B.,D.1. Determine the default App Engine service account ([email protected]) in Project B.2. Deploy the Cloud Function with the default App Engine service account in Project A.3. Assign the default App Engine service account the roles/storage.objectCreator role on the storage bucket residing in Project B.,,,B,,B,9,TRUE
,,,,,,,,,,A,2,FALSE
,,,,,,,,,,C,1,FALSE
result_examtopics professional cloud architect topic 1 78 discussion.html,"You are developing a corporate tool on Compute Engine for the finance department, which needs to authenticate users and verify that they are in the finance department. All company employees use G Suite.What should you do?",A.Enable Cloud Identity-Aware Proxy on the HTTP(s) load balancer and restrict access to a Google Group containing users in the finance department. Verify the provided JSON Web Token within the application.,B.Enable Cloud Identity-Aware Proxy on the HTTP(s) load balancer and restrict access to a Google Group containing users in the finance department. Issue client-side certificates to everybody in the finance team and verify the certificates in the application.,C.Configure Cloud Armor Security Policies to restrict access to only corporate IP address ranges. Verify the provided JSON Web Token within the application.,D.Configure Cloud Armor Security Policies to restrict access to only corporate IP address ranges. Issue client side certificates to everybody in the finance team and verify the certificates in the application.,,,A,,A,6,TRUE
result_examtopics professional cloud architect topic 1 8 discussion.html,"TerramEarth's 20 million vehicles are scattered around the world. Based on the vehicle's location, its telemetry data is stored in a Google Cloud Storage (GCS) regional bucket (US, Europe, or Asia). The CTO has asked you to run a report on the raw telemetry data to determine why vehicles are breaking down after 100 K miles. You want to run this job on all the data.What is the most cost-effective way to run this job?","A.Move all the data into 1 zone, then launch a Cloud Dataproc cluster to run the job","B.Move all the data into 1 region, then launch a Google Cloud Dataproc cluster to run the job","C.Launch a cluster in each region to preprocess and compress the raw data, then move the data into a multi-region bucket and use a Dataproc cluster to finish the job","D.Launch a cluster in each region to preprocess and compress the raw data, then move the data into a region bucket and use a Cloud Dataproc cluster to finish the job",,,D,,D,7,TRUE
,,,,,,,,,,C,2,FALSE
result_examtopics professional cloud architect topic 1 83 discussion.html,"Case study -This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However, there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions included on this exam in the time provided.To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is independent of the other questions in this case study.At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to the next section of the exam. After you begin a new section, you cannot return to this section.To start the case study -To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem statements. If the case study has anAll Information tab, note that the information displayed is identical to the information displayed on the subsequent tabs. When you are ready to answer a question, click the Question button to return to the question.Company Overview -HipLocal is a community application designed to facilitate communication between people in close proximity. It is used for event planning and organizing sporting events, and for businesses to connect with their local communities. HipLocal launched recently in a few neighborhoods in Dallas and is rapidly growing into a global phenomenon. Its unique style of hyper-local community communication and business outreach is in demand around the world.Executive Statement -We are the number one local community app; it's time to take our local community services global. Our venture capital investors want to see rapid growth and the same great experience for new local and virtual communities that come online, whether their members are 10 or 10000 miles away from each other.Solution Concept -HipLocal wants to expand their existing service, with updated functionality, in new regions to better serve their global customers. They want to hire and train a new team to support these regions in their time zones. They will need to ensure that the application scales smoothly and provides clear uptime data.Existing Technical Environment -HipLocal's environment is a mix of on-premises hardware and infrastructure running in Google Cloud Platform. The HipLocal team understands their application well, but has limited experience in global scale applications. Their existing technical environment is as follows:* Existing APIs run on Compute Engine virtual machine instances hosted in GCP.* State is stored in a single instance MySQL database in GCP.* Data is exported to an on-premises Teradata/Vertica data warehouse.* Data analytics is performed in an on-premises Hadoop environment.* The application has no logging.* There are basic indicators of uptime; alerts are frequently fired when the APIs are unresponsive.Business Requirements -HipLocal's investors want to expand their footprint and support the increase in demand they are seeing. Their requirements are:* Expand availability of the application to new regions.* Increase the number of concurrent users that can be supported.* Ensure a consistent experience for users when they travel to different regions.* Obtain user activity metrics to better understand how to monetize their product.* Ensure compliance with regulations in the new regions (for example, GDPR).* Reduce infrastructure management time and cost.* Adopt the Google-recommended practices for cloud computing.Technical Requirements -* The application and backend must provide usage metrics and monitoring.* APIs require strong authentication and authorization.* Logging must be increased, and data should be stored in a cloud analytics platform.* Move to serverless architecture to facilitate elastic scaling.* Provide authorized access to internal apps in a secure manner.In order for HipLocal to store application state and meet their stated business requirements, which database service should they migrate to?",A.Cloud Spanner,B.Cloud Datastore,C.Cloud Memorystore as a cache,D.Separate Cloud SQL clusters for each region,,,A,,A,5,TRUE
,,,,,,,,,,D,1,FALSE
result_examtopics professional cloud architect topic 1 17 discussion.html,"You created a pipeline that can deploy your source code changes to your infrastructure in instance groups for self-healing. One of the changes negatively affects your key performance indicator. You are not sure how to fix it, and investigation could take up to a week.What should you do?","A.Log in to a server, and iterate on the fox locally","B.Revert the source code change, and rerun the deployment pipeline","C.Log into the servers with the bad code change, and swap in the previous code","D.Change the instance group template to the previous one, and delete all instances",,,B,,B,51,TRUE
,,,,,,,,,,D,29,FALSE
,,,,,,,,,,A,1,FALSE
result_examtopics professional cloud architect topic 1 80 discussion.html,Your company has a single Virtual Private Cloud (VPC) network deployed in Google Cloud with access from your on-premises network using Cloud Interconnect. You must configure access only to Google APIs and services that are supported by VPC Service Controls through hybrid connectivity with a service level agreement (SLA) in place. What should you do?,A.Configure the existing Cloud Routers to advertise the Google API's public virtual IP addresses.,B.Use Private Google Access for on-premises hosts with restricted.googleapis.com virtual IP addresses.,"C.Configure the existing Cloud Routers to advertise a default route, and use Cloud NAT to translate traffic from your on-premises network.","D.Add Direct Peering links, and use them for connectivity to Google APIs that use public virtual IP addresses.",,,B,,B,3,TRUE
result_examtopics professional cloud architect topic 1 143 discussion.html,"Your company is designing its data lake on Google Cloud and wants to develop different ingestion pipelines to collect unstructured data from different sources.After the data is stored in Google Cloud, it will be processed in several data pipelines to build a recommendation engine for end users on the website. The structure of the data retrieved from the source systems can change at any time. The data must be stored exactly as it was retrieved for reprocessing purposes in case the data structure is incompatible with the current processing pipelines. You need to design an architecture to support the use case after you retrieve the data. What should you do?","A.Send the data through the processing pipeline, and then store the processed data in a BigQuery table for reprocessing.",B.Store the data in a BigQuery table. Design the processing pipelines to retrieve the data from the table.,"C.Send the data through the processing pipeline, and then store the processed data in a Cloud Storage bucket for reprocessing.",D.Store the data in a Cloud Storage bucket. Design the processing pipelines to retrieve the data from the bucket.,,,D,,D,11,TRUE
result_examtopics professional cloud architect topic 1 23 discussion.html,Your solution is producing performance bugs in production that you did not see in staging and test environments. You want to adjust your test and deployment procedures to avoid this problem in the future.What should you do?,A.Deploy fewer changes to production,B.Deploy smaller changes to production,C.Increase the load on your test and staging environments,D.Deploy changes to a small subset of users before rolling out to production,,,C,,C,71,TRUE
,,,,,,,,,,D,39,FALSE
,,,,,,,,,,B,4,FALSE
result_examtopics professional cloud architect topic 1 40 discussion.html,"As part of implementing their disaster recovery plan, your company is trying to replicate their production MySQL database from their private data center to theirGCP project using a Google Cloud VPN connection. They are experiencing latency issues and a small amount of packet loss that is disrupting the replication.What should they do?",A.Configure their replication to use UDP.,B.Configure a Google Cloud Dedicated Interconnect.,C.Restore their database daily using Google Cloud SQL.,D.Add additional VPN connections and load balance them.,E.Send the replicated transaction to Google Cloud Pub/Sub.,,B,,B,16,TRUE
,,,,,,,,,,D,6,FALSE
,,,,,,,,,,E,2,FALSE
result_examtopics professional cloud architect topic 1 15 discussion.html,You are using Cloud Build to build and test application source code stored in Cloud Source Repositories. The build process requires a build tool not available in the Cloud Build environment.What should you do?,A.Download the binary from the internet during the build process.,B.Build a custom cloud builder image and reference the image in your build steps.,C.Include the binary in your Cloud Source Repositories repository and reference it in your build scripts.,D.Ask to have the binary added to the Cloud Build environment by filing a feature request against the Cloud Build public Issue Tracker.,,,B,,B,7,TRUE
result_examtopics professional cloud architect topic 1 32 discussion.html,You have created several pre-emptible Linux virtual machine instances using Google Compute Engine. You want to properly shut down your application before the virtual machines are preempted.What should you do?,A.Create a shutdown script named k99.shutdown in the /etc/rc.6.d/ directory,B.Create a shutdown script registered as a xinetd service in Linux and configure a Stackdriver endpoint check to call the service,C.Create a shutdown script and use it as the value for a new metadata entry with the key shutdown-script in the Cloud Platform Console when you create the new virtual machine instance,"D.Create a shutdown script, registered as a xinetd service in Linux, and use the gcloud compute instances add-metadata command to specify the service URL as the value for a new metadata entry with the key shutdown-script-url",,,C,,C,32,TRUE
,,,,,,,,,,D,17,FALSE
result_examtopics professional cloud architect topic 1 212 discussion.html,You are responsible for deploying a new API. That API will have three different URL paths:A	https://yourcompany.com/studentsA	https://yourcompany.com/teachersA	https://yourcompany.com/classesYou need to configure each API URL path to invoke a different function in your code. What should you do?,A.Create one Cloud Function as a backend service exposed using an HTTPS load balancer.,B.Create three Cloud Functions exposed directly.,C.Create one Cloud Function exposed directly.,D.Create three Cloud Functions as three backend services exposed using an HTTPS load balancer.,,,D,,D,10,TRUE
,,,,,,,,,,B,7,FALSE
result_examtopics professional cloud architect topic 1 12 discussion.html,"Your company has successfully migrated to the cloud and wants to analyze their data stream to optimize operations. They do not have any existing code for this analysis, so they are exploring all their options. These options include a mix of batch and stream processing, as they are running some hourly jobs and live- processing some data as it comes in.Which technology should they use for this?",A.Google Cloud Dataproc,B.Google Cloud Dataflow,C.Google Container Engine with Bigtable,D.Google Compute Engine with Google BigQuery,,,B,,B,24,TRUE
result_examtopics professional cloud architect topic 1 10 discussion.html,You write a Python script to connect to Google BigQuery from a Google Compute Engine virtual machine. The script is printing errors that it cannot connect toBigQuery.What should you do to fix the script?,A.Install the latest BigQuery API client library for Python,B.Run your script on a new virtual machine with the BigQuery access scope enabled,C.Create a new service account with BigQuery access and execute your script with that user,D.Install the bq component for gcloud with the command gcloud components install bq.,,,C,,C,51,TRUE
,,,,,,,,,,B,12,FALSE
,,,,,,,,,,A,1,FALSE
result_examtopics professional cloud architect topic 1 115 discussion.html,The security operations team needs access to the security-related logs for all projects in their organization. They have the following requirements:ue Follow the least privilege model by having only view access to logs.ue Have access to Admin Activity logs.ue Have access to Data Access logs.ue Have access to Access Transparency logs.Which Identity and Access Management (IAM) role should the security operations team be granted?,A.roles/logging.privateLogViewer,B.roles/logging.admin,C.roles/viewer,D.roles/logging.viewer,,,A,,A,15,TRUE
,,,,,,,,,,D,2,FALSE
result_examtopics professional cloud architect topic 1 277 discussion.html,Your team has created an application that is hosted on a Google Kubemetes Engine (GKE) cluster. You need to connect the application to a legacy REST service that is deployed in two GKE clusters in two different regions. You want to connect your application to the legacy service in a way that is resilient and requires the fewest number of steps. You also want to be able to run probe-based health checks on the legacy service on a separate port. How should you set up the connection? (Choose two.),A.Use Traffic Director with a sidecar proxy to connect the application to the service.,B.Set up a proxyless Traffic Director configuration for the application.,C.Configure the legacy service's firewall to allow health checks originating from the sidecar proxy.,D.Configure the legacy service's firewall to allow health checks originating from the application.,E.Configure the legacy service's firewall to allow health checks originating from the Traffic Director control plane.,,AC,,AC,8,TRUE
result_examtopics professional cloud architect topic 1 225 discussion.html,"Before promoting your new application code to production, you want to conduct testing across a variety of different users. Although this plan is risky, you want to test the new version of the application with production users and you want to control which users are forwarded to the new version of the application based on their operating system. If bugs are discovered in the new version, you want to roll back the newly deployed version of the application as quickly as possible.What should you do?",A.Deploy your application on Cloud Run. Use traffic splitting to direct a subset of user traffic to the new version based on the revision tag.,B.Deploy your application on Google Kubernetes Engine with Anthos Service Mesh. Use traffic splitting to direct a subset of user traffic to the new version based on the user-agent header.,C.Deploy your application on App Engine. Use traffic splitting to direct a subset of user traffic to the new version based on the IP address.,D.Deploy your application on Compute Engine. Use Traffic Director to direct a subset of user traffic to the new version based on predefined weights.,,,B,,B,11,TRUE
,,,,,,,,,,C,1,FALSE
result_examtopics professional cloud architect topic 1 39 discussion.html,Your team is developing a web application that will be deployed on Google Kubernetes Engine (GKE). Your CTO expects a successful launch and you need to ensure your application can handle the expected load of tens of thousands of users. You want to test the current deployment to ensure the latency of your application stays below a certain threshold. What should you do?,"A.Use a load testing tool to simulate the expected number of concurrent users and total requests to your application, and inspect the results.","B.Enable autoscaling on the GKE cluster and enable horizontal pod autoscaling on your application deployments. Send curl requests to your application, and validate if the auto scaling works.",C.Replicate the application over multiple GKE clusters in every Google Cloud region. Configure a global HTTP(S) load balancer to expose the different clusters over a single global IP address.,D.Use Cloud Debugger in the development environment to understand the latency between the different microservices.,,,A,,A,30,TRUE
,,,,,,,,,,B,6,FALSE
result_examtopics professional cloud architect topic 1 198 discussion.html,"Your company has decided to make a major revision of their API in order to create better experiences for their developers. They need to keep the old version of the API available and deployable, while allowing new customers and testers to try out the new API. They want to keep the same SSL and DNS records in place to serve both APIs.What should they do?",A.Configure a new load balancer for the new version of the API,B.Reconfigure old clients to use a new endpoint for the new API,C.Have the old API forward traffic to the new API based on the path,D.Use separate backend pools for each API path behind the load balancer,,,D,,D,7,TRUE
